V,E,T(n) fibo
2500.0, 3123750.0, 122.054179
2500.0, 3123750.0, 285.152942
2500.0, 3123750.0, 438.338751
2500.0, 3123750.0, 272.54207
2500.0, 3123750.0, 217.169312
2500.0, 3123750.0, 280.393087
2500.0, 3123750.0, 306.195607
2500.0, 3123750.0, 68.194279
2500.0, 3123750.0, 295.272196
2500.0, 3123750.0, 11.608598
2500.0, 3123750.0, 247.121195
2500.0, 3123750.0, 235.86232
2500.0, 3123750.0, 309.925564
2500.0, 3123750.0, 204.182378
2500.0, 3123750.0, 70.726412
